307	349
307	363
308	232
308	310
308	343
308	347
309	250
309	271
309	304
309	345
310	1
310	233
310	269
310	299
311	123
311	247
311	266
311	407
311	412
312	81
312	165
312	245
312	264
312	355
313	178
313	243
313	295
313	306
313	353
314	241
314	300
315	81
315	165
315	202
315	232
315	238
315	262
315	298
315	302
315	351
316	42
316	83
316	236
316	275
316	304
316	473
317	71
317	95
318	169
318	347
319	41
319	258
319	259
320	96
320	126
320	235
320	244
320	247
321	71
321	128
321	220
321	280
321	344
322	69
322	242
322	248
322	268
323	219
323	276
324	129
324	137
324	194
324	249
324	253
324	306
324	375
325	139
325	191
325	291
325	337
325	401
326	292
327	63
327	140
327	271
327	294
328	215
328	268
328	297
329	30
330	248
330	249
330	270
330	328
330	353
332	190
332	192
333	185
333	254
333	259
333	346
333	355
333	395
334	81
334	187
334	193
334	315
335	0
335	255
335	258
335	341
336	113
336	118
336	319
337	115
338	185
338	322
339	310
340	190
340	308
341	17
341	306
342	303
343	1
343	46
343	190
343	195
343	301
344	198
344	299
344	321
344	386
345	2
345	67
345	236
345	296
346	293
347	71
347	163
347	194
347	291
347	308
348	4
348	116
348	120
348	289
349	8
349	118
349	172
350	166
350	190
351	39
351	187
351	199
352	100
354	378
355	510
356	211
357	206
357	225
359	158
359	280
360	222
361	31
361	420
362	51
362	161
362	372
363	32
363	89
364	191
364	194
364	423
365	151
365	158
365	422
366	150
368	145
368	151
368	153
368	217
368	420
369	118
370	120
370	136
370	288
371	41
371	134
371	141
372	143
372	151
372	386
372	417
373	150
374	148
374	362
374	485
374	492
374	496
374	509
375	102
375	133
375	415
375	505
376	139
376	226
377	147
377	505
378	102
378	143
379	129
379	262
379	412
380	72
380	135
380	316
380	479
381	328
381	491
381	495
382	276
382	493
382	506
383	257
383	311
383	409
384	135
384	136
384	211
384	270
384	354
385	123
385	255
386	261
386	300
387	119
387	256
387	283
387	406
388	137
388	289
389	47
389	123
389	135
389	240
390	282
390	404
391	88
391	117
391	241
391	347
392	124
392	149
392	243
392	345
392	470
392	505
393	64
393	115
393	124
393	238
393	342
394	317
394	336
394	401
395	58
395	128
395	239
395	330
395	506
396	112
396	325
397	118
397	316
397	320
398	398
398	467
398	509
399	37
399	117
399	294
400	108
400	296
400	508
401	38
401	115
401	252
401	290
402	49
402	89
402	109
402	113
402	120
402	192
402	297
402	395
403	66
403	111
403	293
404	52
404	277
405	149
405	256
405	292
405	393
406	49
406	53
406	108
406	507
407	51
407	116
407	150
407	265
408	80
408	84
408	105
408	136
408	152
408	255
409	82
409	390
410	39
410	102
410	227
410	453
411	140
411	226
412	34
412	59
412	101
412	142
412	286
413	104
413	251
413	387
414	32
414	62
414	108
414	137
414	453
415	58
415	139
416	59
416	454
417	61
417	76
417	311
417	316
417	384
417	470
418	136
419	48
419	72
419	138
419	246
419	280
419	319
419	456
420	26
420	79
420	140
420	294
420	470
421	70
421	173
421	381
422	50
422	87
422	347
422	450
422	469
423	71
423	76
423	171
423	172
423	467
424	26
424	52
424	126
424	127
424	169
424	315
424	465
425	67
425	74
425	378
425	454
425	463
426	53
426	93
426	240
426	274
426	461
427	65
427	132
427	207
427	455
427	459
428	31
428	34
428	35
428	54
428	95
428	111
428	237
428	376
428	457
429	37
429	157
429	283
430	32
430	96
430	104
430	133
430	155
430	159
430	310
431	51
431	99
431	150
431	161
431	235
432	38
432	53
432	68
432	373
432	508
433	36
433	49
433	58
433	61
433	153
433	162
433	232
433	268
433	445
434	227
435	52
435	306
436	31
436	45
436	140
436	370
436	454
436	464
436	509
438	44
438	51
439	49
439	160
439	167
439	263
439	368
439	510
440	236
440	302
440	476
441	137
441	138
441	161
441	221
441	332
441	511
442	28
442	145
442	219
442	483
443	165
443	174
443	365
443	481
443	510
444	26
444	55
445	135
445	142
445	166
445	175
445	510
446	40
446	177
446	257
446	297
447	63
447	139
447	151
447	169
447	178
447	268
447	362
447	472
447	501
448	127
449	48
449	129
449	138
449	156
450	40
450	66
450	509
451	181
451	184
451	293
451	359
451	466
452	39
452	160
452	252
452	510
453	34
453	148
453	358
453	508
454	32
454	36
454	117
454	118
454	348
454	356
454	505
455	77
455	141
455	322
455	344
455	350
455	503
456	31
456	75
456	79
456	224
456	289
456	332
456	501
457	72
457	137
457	142
457	156
457	226
457	325
457	499
458	16
458	61
458	122
458	179
458	230
458	247
458	497
459	83
459	148
459	242
459	470
459	495
460	32
460	84
460	121
460	140
460	154
460	491
461	19
461	70
461	203
461	257
461	263
462	26
462	63
462	85
462	120
462	171
462	184
462	265
462	284
463	28
463	127
463	128
463	143
463	150
463	260
463	277
463	458
464	19
464	29
464	53
464	485
465	55
465	131
465	144
465	149
465	477
465	487
466	41
466	129
466	146
467	48
467	56
467	116
467	132
467	194
468	94
468	106
468	192
468	196
468	469
468	489
469	50
469	120
469	125
469	136
469	190
469	471
469	474
469	481
469	482
470	20
470	54
470	95
470	484
471	17
471	51
471	124
471	486
472	1
472	31
472	47
472	470
473	467
474	20
474	33
474	48
474	50
475	22
475	119
476	25
476	40
476	115
477	27
477	30
477	42
479	107
479	192
479	193
480	27
480	189
481	10
481	25
481	27
481	43
482	23
482	34
482	46
482	126
483	445
