0	106
0	206
0	403
1	119
1	120
1	223
1	327
1	347
1	358
1	397
1	408
1	409
3	225
3	333
3	427
4	115
4	255
4	256
4	401
5	204
6	112
6	229
6	429
7	110
7	415
7	416
7	506
8	104
8	230
9	109
9	142
10	106
10	145
10	202
11	231
11	388
11	397
11	413
12	265
12	397
12	419
13	230
13	510
15	426
16	38
16	40
16	229
16	384
16	419
16	431
17	130
17	199
17	411
17	430
17	443
17	444
18	43
18	228
18	428
19	382
19	417
20	227
20	380
21	445
22	40
22	197
22	226
22	415
22	482
23	421
23	439
24	225
25	357
25	392
25	425
25	440
26	25
26	142
26	224
27	34
27	265
28	32
28	223
28	267
28	441
29	30
30	24
30	28
30	385
31	26
31	222
32	195
32	379
32	383
32	448
33	221
33	373
33	385
33	419
33	438
34	288
34	379
34	416
34	450
34	510
35	220
35	377
35	386
35	502
36	239
36	446
37	219
37	385
37	501
38	240
38	383
38	440
38	452
38	500
38	508
39	218
39	411
39	442
41	217
41	258
41	391
43	216
43	259
44	261
44	410
44	447
45	215
45	284
45	384
45	408
46	92
47	214
47	380
48	405
48	415
48	495
48	498
49	213
49	289
49	381
49	444
49	510
50	493
50	495
51	224
51	290
51	403
52	416
54	90
54	309
54	401
55	287
56	405
56	503
57	313
57	448
58	285
58	510
59	484
59	499
60	284
60	392
61	314
61	403
61	496
62	283
62	401
62	415
63	266
63	281
63	392
63	480
64	239
64	416
64	442
64	447
64	492
65	311
65	452
66	251
66	450
67	242
67	249
67	389
67	445
67	488
68	88
68	244
68	406
68	411
68	412
68	449
69	308
69	455
69	510
70	252
70	261
71	407
71	415
71	445
72	459
73	305
73	442
73	458
74	250
74	265
74	365
74	366
74	425
74	491
75	384
75	403
76	280
76	303
76	371
76	375
76	440
77	128
77	264
77	385
77	418
77	457
77	480
78	358
79	263
79	463
80	386
80	389
80	421
80	496
81	299
81	423
81	433
82	86
82	123
82	260
82	391
82	435
82	459
82	465
83	208
83	258
83	389
83	419
83	422
83	443
83	449
84	392
85	392
85	410
85	446
85	464
85	479
86	209
86	295
87	117
87	263
87	292
87	389
87	413
88	294
88	355
88	356
88	391
88	460
89	264
89	393
89	397
89	456
89	458
90	113
90	395
90	399
90	415
91	263
92	214
92	448
93	109
93	262
93	447
93	472
94	396
94	401
94	412
94	459
94	475
95	261
95	341
95	442
95	474
95	478
96	434
96	435
96	476
97	84
97	104
97	277
97	279
98	259
98	437
98	464
99	334
99	411
99	442
100	398
100	405
100	444
100	463
101	99
101	313
101	329
101	336
101	432
101	459
101	468
102	225
102	256
102	333
102	410
102	432
103	330
103	407
103	436
103	456
103	465
103	504
104	320
105	94
105	311
105	322
105	415
105	460
106	253
106	461
106	465
107	312
107	431
107	463
107	500
108	90
108	232
108	323
108	450
109	88
109	251
109	405
109	417
109	428
109	497
110	322
110	426
111	83
111	316
111	320
111	434
111	500
112	85
112	318
112	432
112	502
113	505
114	247
114	429
114	507
115	319
115	408
115	420
115	427
115	509
116	441
116	502
116	510
117	206
117	245
117	297
117	419
118	438
119	244
120	211
120	317
120	385
121	209
121	294
122	216
122	384
122	402
122	407
122	433
123	418
124	205
124	215
124	409
124	416
125	201
125	214
125	253
125	397
125	414
126	204
126	229
126	256
126	321
126	411
127	250
127	321
127	400
128	232
128	312
128	323
128	413
128	426
128	505
129	202
129	244
130	233
130	508
131	111
131	112
131	201
131	285
131	326
132	236
132	511
133	200
133	320
134	197
135	199
135	253
135	432
136	113
136	251
136	321
136	322
136	396
137	185
137	237
137	368
137	411
137	412
138	199
138	252
138	326
138	402
139	131
139	314
139	417
139	507
140	241
140	277
140	327
141	112
141	133
141	233
141	316
141	381
141	419
142	97
142	128
142	215
142	274
142	390
143	272
143	330
144	243
145	111
145	220
145	234
145	394
146	215
146	232
146	242
146	502
146	510
147	216
147	231
147	309
147	500
148	307
149	110
149	125
149	241
150	240
150	363
150	498
151	172
151	185
151	227
151	290
151	387
151	508
152	126
152	338
152	379
152	393
152	496
153	289
153	340
153	347
154	109
154	140
154	181
154	182
154	217
154	218
154	350
155	116
155	363
155	382
156	163
156	495
157	79
157	258
157	374
158	108
158	111
158	150
158	345
158	358
158	368
158	501
159	235
159	262
159	370
160	295
160	346
160	498
161	154
161	182
161	348
162	107
162	156
162	296
162	351
162	380
162	462
162	500
163	372
164	122
164	157
164	182
164	263
164	281
164	297
165	74
165	106
165	153
165	300
166	156
166	161
167	105
167	259
167	262
167	269
167	270
167	505
168	155
168	185
168	263
168	476
169	104
169	236
169	264
169	293
170	154
170	305
170	480
170	481
171	274
171	292
171	387
172	121
172	153
172	158
172	490
173	256
173	414
173	418
173	492
173	507
174	154
174	420
174	505
175	257
175	328
175	388
175	493
176	96
176	242
176	259
176	407
176	423
177	425
177	488
177	492
178	241
178	256
178	258
178	330
178	490
179	72
179	92
179	339
180	312
180	427
180	469
181	322
182	289
183	400
183	428
184	290
184	312
184	344
184	345
185	185
185	329
185	463
185	495
186	84
186	166
186	248
186	291
186	429
186	486
187	251
187	318
187	324
187	346
188	167
188	185
188	294
188	309
188	323
188	326
188	327
188	398
188	430
188	483
189	139
189	481
190	289
190	293
190	319
190	429
190	463
190	477
191	287
191	291
191	308
191	321
191	412
191	465
191	485
192	77
192	256
192	353
193	477
194	285
194	307
194	398
194	472
195	71
195	193
195	367
195	411
195	483
196	73
196	334
197	303
197	399
197	503
198	412
199	330
199	400
200	363
200	465
200	478
201	294
201	298
201	361
201	500
202	296
202	355
202	413
202	464
202	474
203	183
203	295
203	356
203	358
203	405
203	499
204	407
204	412
204	497
205	292
205	358
205	409
206	271
206	290
206	505
207	502
208	207
208	210
208	226
208	289
208	318
208	499
208	504
209	118
209	188
209	272
209	497
210	209
210	288
211	310
212	488
213	208
213	269
213	286
215	125
215	166
215	288
216	489
217	370
218	129
218	281
218	510
220	130
220	302
221	216
221	277
221	282
221	374
222	261
222	280
222	501
223	202
223	278
224	204
224	274
224	298
225	495
226	271
226	295
227	223
227	276
228	179
228	272
228	290
228	488
230	94
230	418
230	469
231	137
231	138
231	434
231	481
232	284
232	436
233	118
233	282
233	438
234	211
234	472
235	247
235	278
235	439
235	475
236	422
237	472
238	413
238	423
238	470
239	87
239	461
241	88
241	242
242	108
242	239
242	440
243	279
244	414
244	439
246	276
246	438
247	67
247	68
247	155
247	274
247	415
248	101
249	73
249	97
249	416
250	131
250	282
251	114
251	434
252	139
252	272
252	432
252	447
253	230
253	421
253	430
254	423
256	268
256	286
258	123
258	266
258	410
259	106
260	51
260	265
261	109
261	213
261	437
262	128
262	293
262	294
263	296
264	151
264	261
265	88
265	243
265	273
265	290
265	297
267	116
267	153
267	268
267	370
268	133
268	256
268	295
269	93
269	289
269	302
269	420
269	428
270	118
270	249
270	294
270	422
270	426
271	137
271	251
271	278
271	292
271	303
271	399
271	420
271	424
272	93
272	121
272	181
272	253
272	263
272	265
272	296
273	160
273	255
273	367
273	404
273	413
274	180
274	256
274	295
274	393
274	415
275	123
275	159
275	261
275	368
276	34
276	370
276	387
276	401
277	158
277	289
277	387
278	35
278	86
279	372
280	290
280	398
281	396
282	131
282	152
282	375
283	150
283	393
284	316
284	391
285	366
285	367
285	378
286	250
286	318
286	380
286	388
287	76
287	240
287	248
287	252
287	385
288	254
289	282
290	189
290	244
290	315
291	47
291	238
291	313
291	322
291	323
291	333
292	18
292	328
292	371
293	101
293	103
293	252
293	369
293	383
294	13
294	68
294	183
294	317
294	367
295	279
295	338
295	365
296	258
296	281
296	363
297	108
297	250
297	263
297	361
298	241
298	313
298	333
299	56
299	62
299	154
299	358
300	241
300	335
301	59
301	151
301	263
301	357
302	242
302	247
302	254
302	295
302	345
303	186
303	226
303	245
303	253
303	255
303	260
303	348
303	354
303	367
304	109
304	258
304	294
305	229
305	291
306	1
306	231
307	323
